Descriptif de l'échantillon;;"Erpouvette courbe 60°"
Géométrie;;"Rectangulaire"
Épaisseur;(mm);"4.00"
Largeur;(mm);"10.00"
Longueur;(mm);"45.00"

Tableau de résultats 1
;Numéro d'éprouvette;Vitesse d'essai;Contrainte Maximum ;Allongement max;Module de Young ;Contrainte  à Rupture ;Allongement à rupture
;;(mm/min);(MPa);(%);(MPa);(MPa);(%)
"1";"PETG-30-010824-1";"50.00";"32.68";"21.38";"271.15";"5.97";"24.75"
"2";"PETG-30-010824-2";"50.00";"21.23";"12.56";"275.91";"0.03";"32.05"
"3";"PETG-30-010824-3";"50.00";"28.12";"19.75";"269.44";"0.01";"35.49"
"4";"PETG-30-010824-4";"50.00";"32.99";"22.16";"284.15";"2.91";"26.08"
"5";"PETG-30-010824-5";"50.00";"21.82";"12.31";"286.76";"0.00";"30.68"
"6";"PETG-30-010824-6";"50.00";"34.91";"21.16";"279.78";"0.01";"40.53"
"7";"PETG-30-010824-7";"50.00";"21.74";"12.56";"280.48";"0.00";"29.23"
"Moyenne";"";"50.00";"27.64";"17.41";"278.24";"1.28";"31.26"

Tableau de résultats 2


1;Temps;Déplacement;Force;Contrainte de traction;Déformation de traction (Déplacement)
;(s);(mm);(kN);(MPa);(%)
"";"6.4000";"5.3210";"0.8546";"21.3646";"11.8244"
"";"6.4200";"5.3375";"0.8553";"21.3821";"11.8612"
"";"6.4400";"5.3542";"0.8560";"21.4002";"11.8982"
"";"6.4600";"5.3709";"0.8568";"21.4200";"11.9352"
"";"6.4800";"5.3876";"0.8576";"21.4399";"11.9724"
"";"6.5000";"5.4042";"0.8584";"21.4590";"12.0093"
"";"6.5200";"5.4207";"0.8591";"21.4773";"12.0461"
"";"6.5400";"5.4374";"0.8598";"21.4956";"12.0832"
"";"6.5600";"5.4541";"0.8606";"21.5154";"12.1203"
"";"6.5800";"5.4710";"0.8615";"21.5368";"12.1578"
"";"6.6000";"5.4875";"0.8623";"21.5576";"12.1945"
"";"6.6200";"5.5041";"0.8631";"21.5766";"12.2313"
"";"6.6400";"5.5208";"0.8638";"21.5956";"12.2685"
"";"6.6600";"5.5375";"0.8646";"21.6145";"12.3055"
"";"6.6800";"5.5542";"0.8654";"21.6346";"12.3426"
"";"6.7000";"5.5708";"0.8662";"21.6552";"12.3795"
"";"6.7200";"5.5873";"0.8670";"21.6754";"12.4163"
"";"6.7400";"5.6041";"0.8678";"21.6949";"12.4535"
"";"6.7600";"5.6209";"0.8686";"21.7156";"12.4910"
"";"6.7800";"5.6376";"0.8695";"21.7381";"12.5280"
"";"6.8000";"5.6542";"0.8703";"21.7583";"12.5649"
"";"6.8200";"5.6707";"0.8711";"21.7776";"12.6017"
"";"6.8400";"5.6876";"0.8719";"21.7979";"12.6390"
"";"6.8600";"5.7043";"0.8728";"21.8195";"12.6762"
"";"6.8800";"5.7209";"0.8737";"21.8414";"12.7130"
"";"6.9000";"5.7375";"0.8745";"21.8622";"12.7500"
"";"6.9200";"5.7542";"0.8753";"21.8820";"12.7871"
"";"6.9400";"5.7710";"0.8762";"21.9038";"12.8244"
"";"6.9600";"5.7877";"0.8770";"21.9261";"12.8617"
"";"6.9800";"5.8043";"0.8779";"21.9474";"12.8984"
"";"7.0000";"5.8209";"0.8787";"21.9674";"12.9353"
"";"7.0200";"5.8376";"0.8795";"21.9877";"12.9724"
"";"7.0400";"5.8542";"0.8804";"22.0092";"13.0094"
"";"7.0600";"5.8710";"0.8813";"22.0316";"13.0466"
"";"7.0800";"5.8875";"0.8822";"22.0543";"13.0834"
"";"7.1000";"5.9042";"0.8830";"22.0759";"13.1205"
"";"7.1200";"5.9209";"0.8838";"22.0960";"13.1575"
"";"7.1400";"5.9375";"0.8847";"22.1186";"13.1945"
"";"7.1600";"5.9544";"0.8858";"22.1439";"13.2319"
"";"7.1800";"5.9709";"0.8867";"22.1687";"13.2687"
"";"7.2000";"5.9875";"0.8877";"22.1918";"13.3056"
"";"7.2200";"6.0042";"0.8886";"22.2140";"13.3427"
"";"7.2400";"6.0209";"0.8895";"22.2381";"13.3797"
"";"7.2600";"6.0376";"0.8905";"22.2631";"13.4168"
"";"7.2800";"6.0542";"0.8915";"22.2880";"13.4538"
"";"7.3000";"6.0707";"0.8925";"22.3123";"13.4905"
"";"7.3200";"6.0874";"0.8935";"22.3367";"13.5277"
"";"7.3400";"6.1042";"0.8945";"22.3629";"13.5648"
"";"7.3600";"6.1209";"0.8956";"22.3898";"13.6021"
"";"7.3800";"6.1376";"0.8966";"22.4162";"13.6391"
"";"7.4000";"6.1541";"0.8977";"22.4418";"13.6758"
"";"7.4200";"6.1709";"0.8987";"22.4686";"13.7130"
"";"7.4400";"6.1876";"0.8999";"22.4964";"13.7502"
"";"7.4600";"6.2043";"0.9010";"22.5257";"13.7873"
"";"7.4800";"6.2209";"0.9021";"22.5534";"13.8242"
"";"7.5000";"6.2374";"0.9032";"22.5807";"13.8610"
"";"7.5200";"6.2542";"0.9044";"22.6093";"13.8982"
"";"7.5400";"6.2711";"0.9056";"22.6393";"13.9357"
"";"7.5600";"6.2877";"0.9068";"22.6696";"13.9726"
"";"7.5800";"6.3042";"0.9079";"22.6976";"14.0094"
"";"7.6000";"6.3208";"0.9090";"22.7257";"14.0463"
"";"7.6200";"6.3376";"0.9102";"22.7558";"14.0836"
"";"7.6400";"6.3544";"0.9115";"22.7874";"14.1209"
"";"7.6600";"6.3709";"0.9127";"22.8184";"14.1576"
"";"7.6800";"6.3876";"0.9139";"22.8479";"14.1947"
"";"7.7000";"6.4043";"0.9151";"22.8782";"14.2318"
"";"7.7200";"6.4210";"0.9164";"22.9097";"14.2689"
"";"7.7400";"6.4378";"0.9177";"22.9414";"14.3062"
"";"7.7600";"6.4543";"0.9189";"22.9727";"14.3429"
"";"7.7800";"6.4709";"0.9201";"23.0027";"14.3798"
"";"7.8000";"6.4876";"0.9213";"23.0322";"14.4169"
"";"7.8200";"6.5043";"0.9226";"23.0638";"14.4539"
"";"7.8400";"6.5209";"0.9238";"23.0961";"14.4910"
"";"7.8600";"6.5375";"0.9251";"23.1275";"14.5277"
"";"7.8800";"6.5541";"0.9264";"23.1592";"14.5646"
"";"7.9000";"6.5709";"0.9276";"23.1912";"14.6019"
"";"7.9200";"6.5875";"0.9290";"23.2245";"14.6390"
"";"7.9400";"6.6043";"0.9304";"23.2593";"14.6762"
"";"7.9600";"6.6209";"0.9317";"23.2937";"14.7130"
"";"7.9800";"6.6374";"0.9330";"23.3256";"14.7498"
"";"8.0000";"6.6542";"0.9343";"23.3587";"14.7871"
"";"8.0200";"6.6708";"0.9358";"23.3948";"14.8241"
"";"8.0400";"6.6875";"0.9372";"23.4310";"14.8610"
"";"8.0600";"6.7041";"0.9386";"23.4661";"14.8980"
"";"8.0800";"6.7207";"0.9400";"23.5010";"14.9349"
"";"8.1000";"6.7374";"0.9415";"23.5370";"14.9721"
"";"8.1200";"6.7542";"0.9429";"23.5733";"15.0093"
"";"8.1400";"6.7709";"0.9445";"23.6124";"15.0464"
"";"8.1600";"6.7875";"0.9460";"23.6489";"15.0833"
"";"8.1800";"6.8040";"0.9473";"23.6829";"15.1201"
"";"8.2000";"6.8208";"0.9487";"23.7187";"15.1573"
"";"8.2200";"6.8375";"0.9502";"23.7561";"15.1945"
"";"8.2400";"6.8541";"0.9518";"23.7945";"15.2314"
"";"8.2600";"6.8708";"0.9533";"23.8314";"15.2685"
"";"8.2800";"6.8874";"0.9547";"23.8669";"15.3054"
"";"8.3000";"6.9042";"0.9562";"23.9040";"15.3426"
"";"8.3200";"6.9211";"0.9577";"23.9436";"15.3802"
"";"8.3400";"6.9377";"0.9593";"23.9828";"15.4170"
"";"8.3600";"6.9542";"0.9608";"24.0195";"15.4539"
"";"8.3800";"6.9709";"0.9622";"24.0540";"15.4908"
"";"8.4000";"6.9875";"0.9636";"24.0896";"15.5279"
"";"8.4200";"7.0043";"0.9650";"24.1248";"15.5652"
"";"8.4400";"7.0209";"0.9664";"24.1600";"15.6020"
"";"8.4600";"7.0375";"0.9678";"24.1944";"15.6389"
"";"8.4800";"7.0542";"0.9691";"24.2276";"15.6759"
"";"8.5000";"7.0709";"0.9704";"24.2611";"15.7130"
"";"8.5200";"7.0878";"0.9719";"24.2964";"15.7506"
"";"8.5400";"7.1043";"0.9733";"24.3327";"15.7873"
"";"8.5600";"7.1208";"0.9747";"24.3666";"15.8240"
"";"8.5800";"7.1375";"0.9760";"24.4003";"15.8612"
"";"8.6000";"7.1542";"0.9774";"24.4349";"15.8983"
"";"8.6200";"7.1709";"0.9788";"24.4712";"15.9354"
"";"8.6400";"7.1875";"0.9803";"24.5069";"15.9722"
"";"8.6600";"7.2040";"0.9817";"24.5416";"16.0088"
"";"8.6800";"7.2207";"0.9831";"24.5765";"16.0460"
"";"8.7000";"7.2376";"0.9846";"24.6142";"16.0835"
"";"8.7200";"7.2543";"0.9862";"24.6557";"16.1206"
"";"8.7400";"7.2708";"0.9878";"24.6945";"16.1573"
"";"8.7600";"7.2874";"0.9893";"24.7319";"16.1942"
"";"8.7800";"7.3042";"0.9908";"24.7703";"16.2315"
"";"8.8000";"7.3209";"0.9924";"24.8103";"16.2686"
"";"8.8200";"7.3374";"0.9940";"24.8510";"16.3054"
"";"8.8400";"7.3541";"0.9955";"24.8886";"16.3424"
"";"8.8600";"7.3707";"0.9970";"24.9260";"16.3793"
"";"8.8800";"7.3875";"0.9986";"24.9638";"16.4166"
"";"8.9000";"7.4043";"1.0001";"25.0028";"16.4539"
"";"8.9200";"7.4209";"1.0017";"25.0436";"16.4909"
"";"8.9400";"7.4375";"1.0033";"25.0819";"16.5278"
"";"8.9600";"7.4541";"1.0047";"25.1179";"16.5648"
"";"8.9800";"7.4708";"1.0062";"25.1560";"16.6019"
"";"9.0000";"7.4876";"1.0079";"25.1963";"16.6391"
"";"9.0200";"7.5041";"1.0095";"25.2372";"16.6759"
"";"9.0400";"7.5208";"1.0111";"25.2772";"16.7130"
"";"9.0600";"7.5375";"1.0128";"25.3189";"16.7501"
"";"9.0800";"7.5542";"1.0145";"25.3631";"16.7872"
"";"9.1000";"7.5711";"1.0164";"25.4095";"16.8246"
"";"9.1200";"7.5876";"1.0183";"25.4573";"16.8614"
"";"9.1400";"7.6042";"1.0201";"25.5023";"16.8983"
"";"9.1600";"7.6209";"1.0219";"25.5475";"16.9354"
"";"9.1800";"7.6375";"1.0238";"25.5950";"16.9722"
"";"9.2000";"7.6543";"1.0258";"25.6441";"17.0095"
"";"9.2200";"7.6709";"1.0278";"25.6942";"17.0464"
"";"9.2400";"7.6875";"1.0298";"25.7457";"17.0833"
"";"9.2600";"7.7042";"1.0319";"25.7976";"17.1204"
"";"9.2800";"7.7209";"1.0341";"25.8522";"17.1575"
"";"9.3000";"7.7377";"1.0363";"25.9074";"17.1948"
"";"9.3200";"7.7543";"1.0385";"25.9618";"17.2317"
"";"9.3400";"7.7708";"1.0406";"26.0153";"17.2684"
"";"9.3600";"7.7875";"1.0428";"26.0696";"17.3056"
"";"9.3800";"7.8042";"1.0451";"26.1264";"17.3428"
"";"9.4000";"7.8209";"1.0474";"26.1842";"17.3798"
"";"9.4200";"7.8376";"1.0497";"26.2416";"17.4168"
"";"9.4400";"7.8541";"1.0520";"26.3004";"17.4536"
"";"9.4600";"7.8708";"1.0544";"26.3597";"17.4907"
"";"9.4800";"7.8877";"1.0568";"26.4207";"17.5281"
"";"9.5000";"7.9043";"1.0594";"26.4853";"17.5651"
"";"9.5200";"7.9209";"1.0619";"26.5479";"17.6019"
"";"9.5400";"7.9375";"1.0644";"26.6091";"17.6388"
"";"9.5600";"7.9542";"1.0669";"26.6717";"17.6760"
"";"9.5800";"7.9710";"1.0695";"26.7386";"17.7133"
"";"9.6000";"7.9875";"1.0722";"26.8048";"17.7500"
"";"9.6200";"8.0041";"1.0747";"26.8677";"17.7869"
"";"9.6400";"8.0207";"1.0773";"26.9317";"17.8239"
"";"9.6600";"8.0375";"1.0799";"26.9987";"17.8611"
"";"9.6800";"8.0544";"1.0828";"27.0701";"17.8986"
"";"9.7000";"8.0709";"1.0858";"27.1461";"17.9353"
"";"9.7200";"8.0875";"1.0888";"27.2199";"17.9721"
"";"9.7400";"8.1041";"1.0917";"27.2921";"18.0092"
"";"9.7600";"8.1208";"1.0947";"27.3666";"18.0463"
"";"9.7800";"8.1375";"1.0977";"27.4433";"18.0834"
"";"9.8000";"8.1541";"1.1008";"27.5208";"18.1202"
"";"9.8200";"8.1707";"1.1039";"27.5981";"18.1572"
"";"9.8400";"8.1875";"1.1071";"27.6767";"18.1945"
"";"9.8600";"8.2042";"1.1103";"27.7573";"18.2316"
"";"9.8800";"8.2210";"1.1135";"27.8376";"18.2688"
"";"9.9000";"8.2375";"1.1166";"27.9162";"18.3056"
"";"9.9200";"8.2541";"1.1197";"27.9915";"18.3424"
"";"9.9400";"8.2709";"1.1226";"28.0659";"18.3797"
"";"9.9600";"8.2876";"1.1258";"28.1445";"18.4168"
"";"9.9800";"8.3042";"1.1290";"28.2253";"18.4538"
"";"10.0000";"8.3209";"1.1322";"28.3045";"18.4908"
"";"10.0200";"8.3374";"1.1352";"28.3807";"18.5276"
"";"10.0400";"8.3541";"1.1383";"28.4571";"18.5647"
"";"10.0600";"8.3709";"1.1415";"28.5385";"18.6020"
"";"10.0800";"8.3876";"1.1450";"28.6244";"18.6391"
"";"10.1000";"8.4042";"1.1483";"28.7078";"18.6760"
"";"10.1200";"8.4208";"1.1515";"28.7881";"18.7129"
"";"10.1400";"8.4375";"1.1548";"28.8698";"18.7500"
"";"10.1600";"8.4542";"1.1582";"28.9560";"18.7872"
"";"10.1800";"8.4708";"1.1618";"29.0441";"18.8240"
"";"10.2000";"8.4875";"1.1653";"29.1313";"18.8611"
"";"10.2200";"8.5040";"1.1689";"29.2214";"18.8979"
"";"10.2400";"8.5208";"1.1725";"29.3134";"18.9350"
"";"10.2600";"8.5376";"1.1763";"29.4073";"18.9725"
"";"10.2800";"8.5543";"1.1802";"29.5040";"19.0095"
"";"10.3000";"8.5709";"1.1840";"29.6008";"19.0464"
"";"10.3200";"8.5874";"1.1878";"29.6959";"19.0832"
"";"10.3400";"8.6041";"1.1917";"29.7925";"19.1203"
"";"10.3600";"8.6209";"1.1957";"29.8916";"19.1576"
"";"10.3800";"8.6375";"1.1997";"29.9927";"19.1944"
"";"10.4000";"8.6541";"1.2038";"30.0944";"19.2313"
"";"10.4200";"8.6707";"1.2078";"30.1961";"19.2682"
"";"10.4400";"8.6874";"1.2120";"30.3012";"19.3054"
"";"10.4600";"8.7043";"1.2164";"30.4103";"19.3429"
"";"10.4800";"8.7208";"1.2208";"30.5194";"19.3797"
"";"10.5000";"8.7374";"1.2250";"30.6241";"19.4163"
"";"10.5200";"8.7541";"1.2291";"30.7272";"19.4536"
"";"10.5400";"8.7708";"1.2333";"30.8324";"19.4907"
"";"10.5600";"8.7875";"1.2376";"30.9400";"19.5278"
"";"10.5800";"8.8041";"1.2419";"31.0463";"19.5646"
"";"10.6000";"8.8207";"1.2460";"31.1505";"19.6015"
"";"10.6200";"8.8374";"1.2502";"31.2561";"19.6387"
"";"10.6400";"8.8542";"1.2546";"31.3647";"19.6759"
"";"10.6600";"8.8709";"1.2590";"31.4754";"19.7130"
"";"10.6800";"8.8875";"1.2634";"31.5848";"19.7500"
"";"10.7000";"8.9041";"1.2678";"31.6946";"19.7868"
"";"10.7200";"8.9209";"1.2722";"31.8045";"19.8242"
"";"10.7400";"8.9376";"1.2767";"31.9169";"19.8614"
"";"10.7600";"8.9542";"1.2812";"32.0304";"19.8982"
"";"10.7800";"8.9708";"1.2857";"32.1426";"19.9351"
"";"10.8000";"8.9874";"1.2901";"32.2534";"19.9720"
"";"10.8200";"9.0042";"1.2946";"32.3644";"20.0092"
"";"10.8400";"9.0210";"1.2992";"32.4788";"20.0466"
"";"10.8600";"9.0376";"1.3039";"32.5966";"20.0836"
"";"10.8800";"9.0542";"1.3084";"32.7103";"20.1204"
"";"10.9000";"9.0708";"1.3128";"32.8199";"20.1574"
"";"10.9200";"9.0875";"1.3173";"32.9318";"20.1945"
"";"10.9400";"9.1043";"1.3218";"33.0461";"20.2317"
"";"10.9600";"9.1208";"1.3264";"33.1612";"20.2685"
"";"10.9800";"9.1375";"1.3309";"33.2737";"20.3056"
"";"11.0000";"9.1542";"1.3353";"33.3831";"20.3426"
"";"11.0200";"9.1708";"1.3397";"33.4933";"20.3796"
"";"11.0400";"9.1877";"1.3442";"33.6056";"20.4170"
"";"11.0600";"9.2043";"1.3487";"33.7165";"20.4539"
"";"11.0800";"9.2208";"1.3528";"33.8190";"20.4907"
"";"11.1000";"9.2375";"1.3566";"33.9158";"20.5277"
"";"11.1200";"9.2541";"1.3605";"34.0124";"20.5647"
"";"11.1400";"9.2709";"1.3642";"34.1062";"20.6019"
"";"11.1600";"9.2875";"1.3678";"34.1952";"20.6389"
"";"11.1800";"9.3041";"1.3712";"34.2796";"20.6758"
"";"11.2000";"9.3208";"1.3744";"34.3597";"20.7128"
"";"11.2200";"9.3375";"1.3775";"34.4380";"20.7500"
"";"11.2400";"9.3543";"1.3806";"34.5147";"20.7873"
"";"11.2600";"9.3708";"1.3835";"34.5866";"20.8241"
"";"11.2800";"9.3874";"1.3860";"34.6510";"20.8608"
"";"11.3000";"9.4041";"1.3884";"34.7094";"20.8981"
"";"11.3200";"9.4208";"1.3905";"34.7630";"20.9351"
"";"11.3400";"9.4375";"1.3924";"34.8092";"20.9722"
"";"11.3600";"9.4542";"1.3938";"34.8449";"21.0093"
"";"11.3800";"9.4708";"1.3948";"34.8712";"21.0461"
"";"11.4000";"9.4875";"1.3956";"34.8893";"21.0833"
"";"11.4200";"9.5043";"1.3960";"34.9012";"21.1207"
"";"11.4400";"9.5210";"1.3963";"34.9083";"21.1577"
"";"11.4600";"9.5375";"1.3962";"34.9052";"21.1945"
"";"11.4800";"9.5540";"1.3957";"34.8918";"21.2312"
"";"11.5000";"9.5708";"1.3948";"34.8701";"21.2685"
"";"11.5200";"9.5876";"1.3938";"34.8443";"21.3058"
"";"11.5400";"9.6042";"1.3924";"34.8111";"21.3427"
"";"11.5600";"9.6209";"1.3908";"34.7693";"21.3797"
"";"11.5800";"9.6375";"1.3888";"34.7190";"21.4167"
"";"11.6000";"9.6543";"1.3863";"34.6584";"21.4539"
"";"11.6200";"9.6711";"1.3836";"34.5895";"21.4914"
"";"11.6400";"9.6877";"1.3803";"34.5077";"21.5282"
"";"11.6600";"9.7043";"1.3765";"34.4114";"21.5651"
"";"11.6800";"9.7210";"1.3722";"34.3051";"21.6022"
"";"11.7000";"9.7377";"1.3677";"34.1935";"21.6393"
"";"11.7200";"9.7544";"1.3631";"34.0770";"21.6765"
"";"11.7400";"9.7709";"1.3580";"33.9510";"21.7132"
"";"11.7600";"9.7875";"1.3526";"33.8143";"21.7501"
"";"11.7800";"9.8043";"1.3470";"33.6744";"21.7873"
"";"11.8000";"9.8210";"1.3415";"33.5369";"21.8245"
"";"11.8200";"9.8378";"1.3360";"33.4009";"21.8618"
"";"11.8400";"9.8544";"1.3304";"33.2599";"21.8986"
"";"11.8600";"9.8709";"1.3242";"33.1042";"21.9354"
"";"11.8800";"9.8877";"1.3175";"32.9377";"21.9726"
"";"11.9000";"9.9043";"1.3108";"32.7696";"22.0096"
"";"11.9200";"9.9210";"1.3040";"32.5995";"22.0466"
"";"11.9400";"9.9376";"1.2968";"32.4191";"22.0835"
"";"11.9600";"9.9542";"1.2893";"32.2320";"22.1204"
"";"11.9800";"9.9709";"1.2817";"32.0430";"22.1576"
"";"12.0000";"9.9876";"1.2740";"31.8503";"22.1947"
"";"12.0200";"10.0043";"1.2662";"31.6552";"22.2317"
"";"12.0400";"10.0209";"1.2579";"31.4479";"22.2686"
"";"12.0600";"10.0375";"1.2488";"31.2197";"22.3055"
"";"12.0800";"10.0542";"1.2380";"30.9500";"22.3427"
"";"12.1000";"10.0710";"1.2254";"30.6338";"22.3800"
"";"12.1200";"10.0876";"1.2112";"30.2800";"22.4169"
"";"12.1400";"10.1043";"1.1961";"29.9017";"22.4540"
"";"12.1600";"10.1209";"1.1803";"29.5066";"22.4908"
"";"12.1800";"10.1376";"1.1643";"29.1075";"22.5281"
"";"12.2000";"10.1545";"1.1486";"28.7151";"22.5656"
"";"12.2200";"10.1711";"1.1329";"28.3228";"22.6025"
"";"12.2400";"10.1877";"1.1169";"27.9235";"22.6394"
"";"12.2600";"10.2043";"1.1008";"27.5189";"22.6763"
"";"12.2800";"10.2211";"1.0845";"27.1130";"22.7135"
"";"12.3000";"10.2378";"1.0680";"26.6990";"22.7508"
"";"12.3200";"10.2545";"1.0513";"26.2836";"22.7877"
"";"12.3400";"10.2711";"1.0349";"25.8727";"22.8246"
"";"12.3600";"10.2877";"1.0188";"25.4710";"22.8616"
"";"12.3800";"10.3045";"1.0033";"25.0815";"22.8988"
"";"12.4000";"10.3213";"0.9881";"24.7025";"22.9363"
"";"12.4200";"10.3379";"0.9730";"24.3254";"22.9731"
"";"12.4400";"10.3544";"0.9578";"23.9453";"23.0097"
"";"12.4600";"10.3711";"0.9421";"23.5523";"23.0469"
"";"12.4800";"10.3878";"0.9260";"23.1498";"23.0839"
"";"12.5000";"10.4045";"0.9099";"22.7485";"23.1211"
"";"12.5200";"10.4210";"0.8942";"22.3550";"23.1578"
"";"12.5400";"10.4375";"0.8787";"21.9687";"23.1945"
"";"12.5600";"10.4543";"0.8635";"21.5870";"23.2318"
"";"12.5800";"10.4711";"0.8486";"21.2152";"23.2690"
"";"12.6000";"10.4878";"0.8340";"20.8505";"23.3063"
"";"12.6200";"10.5044";"0.8195";"20.4869";"23.3430"
"";"12.6400";"10.5209";"0.8048";"20.1195";"23.3797"
"";"12.6600";"10.5377";"0.7900";"19.7509";"23.4170"
"";"12.6800";"10.5543";"0.7753";"19.3816";"23.4541"
"";"12.7000";"10.5710";"0.7601";"19.0024";"23.4911"
"";"12.7200";"10.5876";"0.7424";"18.5594";"23.5280"
"";"12.7400";"10.6042";"0.7203";"18.0068";"23.5649"
"";"12.7600";"10.6210";"0.6963";"17.4073";"23.6022"
"";"12.7800";"10.6378";"0.6736";"16.8403";"23.6396"
"";"12.8000";"10.6545";"0.6534";"16.3343";"23.6766"
"";"12.8200";"10.6710";"0.6349";"15.8720";"23.7134"
"";"12.8400";"10.6877";"0.6184";"15.4599";"23.7504"
"";"12.8600";"10.7044";"0.6042";"15.1051";"23.7875"
"";"12.8800";"10.7211";"0.5920";"14.8007";"23.8247"
"";"12.9000";"10.7377";"0.5815";"14.5372";"23.8616"
"";"12.9200";"10.7544";"0.5721";"14.3018";"23.8986"
"";"12.9400";"10.7710";"0.5637";"14.0926";"23.9355"
"";"12.9600";"10.7877";"0.5564";"13.9088";"23.9726"
"";"12.9800";"10.8046";"0.5499";"13.7468";"24.0101"
"";"13.0000";"10.8212";"0.5440";"13.6011";"24.0471"
"";"13.0200";"10.8378";"0.5385";"13.4633";"24.0840"
"";"13.0400";"10.8544";"0.5334";"13.3344";"24.1210"
"";"13.0600";"10.8710";"0.5285";"13.2136";"24.1579"
"";"13.0800";"10.8878";"0.5239";"13.0971";"24.1952"
"";"13.1000";"10.9044";"0.5193";"12.9836";"24.2321"
"";"13.1200";"10.9210";"0.5148";"12.8709";"24.2689"
"";"13.1400";"10.9377";"0.5104";"12.7589";"24.3059"
"";"13.1600";"10.9544";"0.5059";"12.6465";"24.3431"
"";"13.1800";"10.9713";"0.5010";"12.5253";"24.3806"
"";"13.2000";"10.9878";"0.4953";"12.3833";"24.4174"
"";"13.2200";"11.0043";"0.4888";"12.2203";"24.4540"
"";"13.2400";"11.0210";"0.4821";"12.0533";"24.4912"
"";"13.2600";"11.0377";"0.4756";"11.8890";"24.5282"
"";"13.2800";"11.0544";"0.4688";"11.7208";"24.5652"
"";"13.3000";"11.0709";"0.4619";"11.5470";"24.6021"
"";"13.3200";"11.0875";"0.4550";"11.3759";"24.6388"
"";"13.3400";"11.1042";"0.4485";"11.2124";"24.6761"
"";"13.3600";"11.1211";"0.4424";"11.0588";"24.7135"
"";"13.3800";"11.1378";"0.4366";"10.9139";"24.7506"
"";"13.4000";"11.1543";"0.4308";"10.7711";"24.7873"
"";"13.4200";"11.1708";"0.4251";"10.6275";"24.8241"
"";"13.4400";"11.1876";"0.4194";"10.4857";"24.8614"
"";"13.4600";"11.2044";"0.4138";"10.3453";"24.8986"
"";"13.4800";"11.2209";"0.4082";"10.2062";"24.9354"
"";"13.5000";"11.2375";"0.4024";"10.0588";"24.9723"
"";"13.5200";"11.2541";"0.3962";"9.9051";"25.0092"
"";"13.5400";"11.2709";"0.3899";"9.7480";"25.0465"
"";"13.5600";"11.2878";"0.3819";"9.5468";"25.0840"
"";"13.5800";"11.3043";"0.3642";"9.1046";"25.1207"
"";"13.6000";"11.3210";"0.3428";"8.5704";"25.1577"
"";"13.6200";"11.3376";"0.3272";"8.1803";"25.1947"
"";"13.6400";"11.3544";"0.3167";"7.9180";"25.2320"
"";"13.6600";"11.3711";"0.3088";"7.7201";"25.2691"
"";"13.6800";"11.3876";"0.3020";"7.5490";"25.3058"
"";"13.7000";"11.4043";"0.2955";"7.3874";"25.3428"
"";"13.7200";"11.4210";"0.2896";"7.2391";"25.3800"
"";"13.7400";"11.4377";"0.2841";"7.1017";"25.4170"
"";"13.7600";"11.4545";"0.2788";"6.9705";"25.4545"
"";"13.7800";"11.4710";"0.2737";"6.8433";"25.4912"
"";"13.8000";"11.4876";"0.2685";"6.7127";"25.5281"
"";"13.8200";"11.5044";"0.2629";"6.5734";"25.5653"
"";"13.8400";"11.5209";"0.2573";"6.4323";"25.6021"
"";"13.8600";"11.5377";"0.2506";"6.2655";"25.6393"
"";"13.8800";"11.5543";"0.2430";"6.0759";"25.6762"
"";"13.9000";"11.5709";"0.2349";"5.8720";"25.7131"
"";"13.9200";"11.5876";"0.2261";"5.6513";"25.7503"
"";"13.9400";"11.6043";"0.2173";"5.4331";"25.7874"
"";"13.9600";"11.6212";"0.2096";"5.2398";"25.8248"
"";"13.9800";"11.6378";"0.2029";"5.0728";"25.8617"
"";"14.0000";"11.6543";"0.1970";"4.9257";"25.8984"
"";"14.0200";"11.6710";"0.1913";"4.7833";"25.9355"
"";"14.0400";"11.6877";"0.1849";"4.6223";"25.9726"
"";"14.0600";"11.7044";"0.1752";"4.3798";"26.0097"
"";"14.0800";"11.7210";"0.1647";"4.1177";"26.0468"
"";"14.1000";"11.7375";"0.1579";"3.9478";"26.0834"
"";"14.1200";"11.7543";"0.1541";"3.8513";"26.1206"
"";"14.1400";"11.7711";"0.1516";"3.7907";"26.1580"
"";"14.1600";"11.7878";"0.1498";"3.7450";"26.1951"
"";"14.1800";"11.8043";"0.1481";"3.7037";"26.2319"
"";"14.2000";"11.8208";"0.1466";"3.6651";"26.2685"
"";"14.2200";"11.8376";"0.1453";"3.6315";"26.3058"
"";"14.2400";"11.8544";"0.1440";"3.6012";"26.3431"
"";"14.2600";"11.8709";"0.1429";"3.5713";"26.3799"
"";"14.2800";"11.8875";"0.1417";"3.5417";"26.4167"
"";"14.3000";"11.9041";"0.1405";"3.5126";"26.4536"
"";"14.3200";"11.9209";"0.1393";"3.4828";"26.4909"
"";"14.3400";"11.9378";"0.1382";"3.4540";"26.5285"
"";"14.3600";"11.9543";"0.1371";"3.4270";"26.5651"
"";"14.3800";"11.9708";"0.1359";"3.3970";"26.6018"
"";"14.4000";"11.9875";"0.1345";"3.3623";"26.6390"
"";"14.4200";"12.0043";"0.1330";"3.3249";"26.6761"
"";"14.4400";"12.0210";"0.1314";"3.2846";"26.7134"
"";"14.4600";"12.0375";"0.1297";"3.2417";"26.7501"
